evaluations raw_y
1 -2144955.0000000005
3 -2143949.0000000005
4 -2142943.0000000005
5 -2141937.0000000005
6 -2140928.0000000005
7 -2139922.0000000005
8 -2138922.0000000005
9 -2137914.0000000005
10 -2136905.0000000005
11 -2135896.0000000005
12 -2134892.0000000005
13 -2133886.0000000005
14 -2132880.0000000005
15 -2131872.0000000005
16 -2130864.0000000005
17 -2129858.0000000005
18 -2128855.0000000005
19 -2127851.0000000005
20 -2126844.0000000005
21 -2125844.0000000005
22 -2124835.0000000005
23 -2123835.0000000005
24 -2122830.0000000005
25 -2121829.0000000005
26 -2120826.0000000005
27 -2119818.0000000005
28 -2118810.0000000005
29 -2117802.0000000005
30 -2116796.0000000005
31 -2115796.0000000005
32 -2114795.0000000005
33 -2113789.0000000005
34 -2112787.0000000005
35 -2111786.0000000005
36 -2110782.0000000005
37 -2109782.0000000005
38 -2108779.0000000005
39 -2107770.0000000005
40 -2106761.0000000005
41 -2105760.0000000005
42 -2104755.0000000005
43 -2103746.0000000005
44 -2102743.0000000005
45 -2101734.0000000005
46 -2100730.0000000005
47 -2099722.0000000005
48 -2098715.0000000005
49 -2097715.0000000005
50 -2096710.0000000005
51 -2095710.0000000005
52 -2094709.0000000005
53 -2093700.0000000005
54 -2092699.0000000005
55 -2091697.0000000005
56 -2090689.0000000005
57 -2089680.0000000005
58 -2088677.0000000005
59 -2087668.0000000005
60 -2086664.0000000005
61 -2085656.0000000005
62 -2084648.0000000005
63 -2083644.0000000005
64 -2082638.0000000005
65 -2081629.0000000005
66 -2080626.0000000005
67 -2079621.0000000005
68 -2078617.0000000005
69 -2077608.0000000005
70 -2076608.0000000005
71 -2075606.0000000005
72 -2074601.0000000005
73 -2073592.0000000005
74 301628.4077665178
297 301769.5452922047
449 301814.0311556945
539 302663.8650341032
695 302708.6810469134
864 303279.9254067916
1086 303287.5766819682
1089 303609.9978481110
1191 303635.2616909102
1302 304268.9964001965
1422 304415.4695869587
1780 304520.9730891282
2273 304546.5248945262
2297 304686.7046756612
2306 304995.2211618412
2340 305138.4415775610
2492 305366.8287525495
2595 305663.7626306551
3084 305948.5412941522
3346 306303.1545344290
3478 306334.2729562760
3503 306564.3409738997
3527 306757.1803153366
3546 306932.0133865964
3709 307124.0226656639
3751 307395.2514205551
3811 307512.3166435937
3922 307920.3066935733
4190 308124.7996762437
4363 308177.6960950077
4457 308702.1143887498
6270 308961.8910661825
6649 309480.0501532477
7136 309624.4242792522
7223 310154.4134279587
8377 310447.8218666019
9179 310754.0198182447
9858 311567.5302748328
10000 308591.6640184915
evaluations raw_y
1 -2139871.0000000005
2 -2139870.0000000005
3 -2138862.0000000005
4 -2137861.0000000005
5 -2136855.0000000005
6 -2135850.0000000005
7 -2134850.0000000005
8 -2133844.0000000005
9 -2132844.0000000005
10 -2131835.0000000005
11 -2130829.0000000005
12 -2129822.0000000005
13 -2128814.0000000005
14 -2127806.0000000005
15 -2126800.0000000005
16 -2125796.0000000005
17 -2124791.0000000005
18 -2123791.0000000005
19 -2122784.0000000005
